
                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
             R2021a Update 1 (9.10.0.1649659) 64-bit (glnxa64)
                               April 13, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Datastore creation...
Network creation...
Training...
[Warning: Support for GPU devices with Compute Capability 5.2 will be removed in
a future MATLAB release. For more information on GPU support, see <a
href="matlab:web('http://www.mathworks.com/help/parallel-computing/gpu-support-by-release.html','-browser')">GPU
Support by Release</a>.] 
[> In parallel.internal.gpu.selectDevice
In parallel.gpu/GPUDevice/current (line 44)
In gpuDevice (line 23)
In nnet.internal.cnn.util.isGPUCompatible (line 10)
In nnet.internal.cnn.util.GPUShouldBeUsed>iCheckLocalGPU (line 51)
In nnet.internal.cnn.util.GPUShouldBeUsed>iValidateGPU (line 85)
In nnet.internal.cnn.util.GPUShouldBeUsed (line 34)
In nnet.internal.cnn.assembler.setupExecutionEnvironment (line 32)
In nnet.internal.cnn.trainNetwork.doTrainNetwork (line 22)
In trainNetwork (line 182)
In fullUNet_image_reconstruction (line 181)
In run (line 91)] 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       2 |         715 |       02:03:17 |         8.61 |         8.53 |      37.1006 |      36.3710 |          0.1000 |
|       2 |         720 |       02:04:09 |         8.52 |         8.67 |      36.3072 |      37.6086 |          0.1000 |
|       2 |         725 |       02:05:00 |         8.84 |         8.57 |      39.0509 |      36.7333 |          0.1000 |
|       2 |         730 |       02:05:53 |         8.35 |         8.57 |      34.9026 |      36.7649 |          0.1000 |
|       2 |         735 |       02:06:44 |         8.71 |         8.55 |      37.9543 |      36.5529 |          0.1000 |
|       2 |         740 |       02:07:36 |         8.61 |         8.49 |      37.0799 |      36.0569 |          0.1000 |
|       2 |         745 |       02:08:29 |         8.60 |         8.50 |      37.0172 |      36.1186 |          0.1000 |
|       2 |         750 |       02:09:20 |         8.40 |         8.45 |      35.2907 |      35.7431 |          0.1000 |
|       2 |         755 |       02:10:12 |         8.48 |         8.43 |      35.9885 |      35.5086 |          0.1000 |
|       2 |         760 |       02:11:05 |         8.72 |         8.46 |      37.9800 |      35.7971 |          0.1000 |
|       2 |         765 |       02:11:58 |         8.60 |         8.46 |      36.9802 |      35.7730 |          0.1000 |
|       2 |         770 |       02:12:50 |         8.51 |         8.32 |      36.2169 |      34.5929 |          0.1000 |
|       2 |         775 |       02:13:42 |         8.44 |         8.30 |      35.5999 |      34.4376 |          0.1000 |
|       2 |         780 |       02:14:34 |         8.51 |         8.38 |      36.2433 |      35.1197 |          0.1000 |
|       2 |         785 |       02:15:26 |         8.40 |         8.29 |      35.2627 |      34.3618 |          0.1000 |
|       2 |         790 |       02:16:18 |         8.16 |         8.37 |      33.2700 |      35.0602 |          0.1000 |
|       2 |         795 |       02:17:10 |         8.60 |         8.24 |      36.9489 |      33.9880 |          0.1000 |
|       2 |         800 |       02:18:02 |         8.35 |         8.46 |      34.8557 |      35.7805 |          0.1000 |
|       2 |         805 |       02:18:54 |         8.49 |         8.35 |      36.0134 |      34.8265 |          0.1000 |
|       2 |         810 |       02:19:46 |         8.29 |         8.32 |      34.3430 |      34.6183 |          0.1000 |
|       2 |         815 |       02:20:38 |         8.15 |         8.28 |      33.1978 |      34.2906 |          0.1000 |
|       2 |         820 |       02:21:30 |         8.50 |         8.27 |      36.1284 |      34.2325 |          0.1000 |
|       2 |         825 |       02:22:22 |         8.26 |         8.31 |      34.1156 |      34.5549 |          0.1000 |
|       2 |         830 |       02:23:15 |         8.45 |         8.15 |      35.6759 |      33.1740 |          0.1000 |
|       2 |         835 |       02:24:07 |         7.91 |         8.13 |      31.2737 |      33.0139 |          0.1000 |
|       2 |         840 |       02:25:00 |         8.32 |         8.22 |      34.6399 |      33.7482 |          0.1000 |
|       2 |         845 |       02:25:52 |         7.93 |         8.13 |      31.4054 |      33.0240 |          0.1000 |
|       2 |         850 |       02:26:44 |         8.11 |         8.19 |      32.9111 |      33.5056 |          0.1000 |
|       2 |         855 |       02:27:37 |         8.16 |         8.13 |      33.2827 |      33.0575 |          0.1000 |
|       2 |         860 |       02:28:29 |         8.21 |         8.19 |      33.6633 |      33.5172 |          0.1000 |
|       2 |         865 |       02:29:22 |         8.16 |         8.18 |      33.3222 |      33.4678 |          0.1000 |
|       2 |         870 |       02:30:14 |         8.06 |         8.06 |      32.4798 |      32.4949 |          0.1000 |
|       2 |         875 |       02:31:06 |         8.02 |         8.02 |      32.1554 |      32.1989 |          0.1000 |
|       2 |         880 |       02:31:59 |         8.17 |         8.13 |      33.3517 |      33.0798 |          0.1000 |
|       2 |         885 |       02:32:52 |         7.98 |         8.06 |      31.8490 |      32.4985 |          0.1000 |
|       2 |         890 |       02:33:44 |         7.98 |         8.05 |      31.8405 |      32.3856 |          0.1000 |
|       2 |         895 |       02:34:37 |         8.16 |         7.98 |      33.2953 |      31.8649 |          0.1000 |
|       2 |         900 |       02:35:30 |         8.00 |         8.10 |      32.0242 |      32.7737 |          0.1000 |
|       2 |         905 |       02:36:22 |         8.21 |         8.05 |      33.7401 |      32.3926 |          0.1000 |
|       2 |         910 |       02:37:16 |         8.28 |         7.98 |      34.2389 |      31.8180 |          0.1000 |
|       2 |         915 |       02:38:08 |         8.09 |         7.98 |      32.7477 |      31.8145 |          0.1000 |
|       2 |         920 |       02:39:01 |         8.03 |         8.00 |      32.2260 |      31.9715 |          0.1000 |
|       2 |         925 |       02:39:54 |         7.84 |         7.97 |      30.7038 |      31.7212 |          0.1000 |
|       2 |         930 |       02:40:46 |         7.79 |         7.95 |      30.3360 |      31.6058 |          0.1000 |
|       2 |         935 |       02:41:38 |         8.33 |         7.90 |      34.6890 |      31.1846 |          0.1000 |
|       2 |         940 |       02:42:32 |         7.96 |         7.99 |      31.7162 |      31.9439 |          0.1000 |
|       2 |         945 |       02:43:24 |         7.73 |         7.93 |      29.8933 |      31.4649 |          0.1000 |
|       2 |         950 |       02:44:16 |         7.66 |         7.88 |      29.3084 |      31.0501 |          0.1000 |
|       2 |         955 |       02:45:09 |         8.02 |         7.80 |      32.1818 |      30.4465 |          0.1000 |
|       2 |         960 |       02:46:02 |         7.53 |         7.99 |      28.3880 |      31.8871 |          0.1000 |
|       2 |         965 |       02:46:54 |         7.78 |         7.88 |      30.2920 |      31.0652 |          0.1000 |
|       2 |         970 |       02:47:47 |         7.90 |         7.87 |      31.1856 |      30.9347 |          0.1000 |
|       2 |         975 |       02:48:39 |         8.07 |         7.81 |      32.5397 |      30.5160 |          0.1000 |
|       2 |         980 |       02:49:31 |         7.71 |         7.87 |      29.7204 |      30.9298 |          0.1000 |
|       3 |         985 |       02:50:25 |         7.76 |         7.80 |      30.0820 |      30.4575 |          0.1000 |
|       3 |         990 |       02:51:16 |         7.56 |         7.78 |      28.5441 |      30.2936 |          0.1000 |
|       3 |         995 |       02:52:08 |         7.68 |         7.72 |      29.4884 |      29.8314 |          0.1000 |
|       3 |        1000 |       02:53:00 |         7.75 |         7.87 |      30.0571 |      30.9988 |          0.1000 |
|       3 |        1005 |       02:53:52 |         7.91 |         7.77 |      31.2505 |      30.1949 |          0.1000 |
|       3 |        1010 |       02:54:44 |         7.67 |         7.80 |      29.4231 |      30.4356 |          0.1000 |
|       3 |        1015 |       02:55:36 |         7.73 |         7.73 |      29.8392 |      29.9119 |          0.1000 |
